Var1,M_1,M_2
A00051826,0.418437446661909,101.144669759382
A00051886,0.423456037231593,170.375586446129
A00051955,0.418821885894764,83.6666592803079
A00053375,0.421777116242461,82.1322988804699
A00053398,0.415404993994719,167.131913685847
A00053440,0.426881349879552,74.7884181264939
A00053460,0.419847119178744,74.0096304754688
A00053480,0.425016113504383,111.544207236487
A00053597,0.406771472861146,101.649187474123
A00053909,0.421674578732086,67.9679096565106
A00054215,0.432279883954552,63.5803374156989
A00054239,0.418927687338179,94.5300879432295
A00054287,0.415582288658021,107.005996453091
A00054359,0.431992851832203,117.875600791306
A00054369,0.412160222819085,60.4416527550373
A00054387,0.412004319779047,249.07107134048
A00054400,0.425745462915979,57.2423299363871
A00054417,0.42225421014972,76.7202149980683
A00054432,0.417466595513085,118.301813678762
A00054469,0.418076993461293,72.1189962288804
A00054517,0.439771257435752,108.868150116675
A00054535,0.428288236687672,60.9779050550632
A00054597,0.416359507708909,101.984341810302
A00054623,0.431184289746881,115.455413563376
A00054647,0.417200867984002,72.5357720487593
A00054659,0.413047742915342,131.342370367529
A00054666,0.424063844740623,249.2593289004
A00054673,0.42682405363164,81.0227273272387
A00054694,0.423098704630111,64.9873161156188
A00054721,0.412507112307157,127.92661946001
A00054743,0.428154745843676,100.18417543588
A00054753,0.425620932916715,59.3412266783051
A00054766,0.427439411374822,85.8242178226795
A00054817,0.413086445641605,83.1032062230771
A00054836,0.43214249629597,56.3913687341523
A00054852,0.465925115327009,77.5701009477834
A00054894,0.424460475763551,94.4547200169463
A00054907,0.428304942154346,165.237810377454
A00054917,0.430066809761799,76.4137961220629
A00054923,0.416128860656067,163.522485780543
A00054930,0.424750611193868,53.823945529311
A00055024,0.434529331405357,83.8747102654859
A00055038,0.41761853677961,121.94195716436
A00055055,0.407179142092786,59.945692431706
A00055065,0.42881765371156,299.584087468403
A00055077,0.419891113955495,117.839078989704
A00055085,0.432097074198257,61.8840444792246
A00055103,0.422600135294136,121.864053927855
A00055296,0.409638921813901,106.263495040824
A00055392,0.4224715376472,123.235955323362
A00055424,0.395336830850018,91.3942755322929
A00055429,0.41086943525524,77.1278410281874
A00055436,0.409651360585118,62.0975239132312
A00055486,0.421387057278829,57.0017188113093
A00055540,0.397162386760553,60.6439451861218
A00055613,0.438271211512848,82.5667989443865
A00055649,0.42514761290032,49.3372966801694
A00055662,0.432609406088597,60.1589865265238
A00055682,0.423150074744629,144.205701866574
A00055731,0.418624024103116,87.643969682412
A00055745,0.427932974359382,90.1168502723562
A00055754,0.422537608109698,197.326605269634
A00055837,0.435936375945002,89.3391198545143
A00055865,0.424555482108655,114.089692859255
A00055893,0.42596040872583,155.799542195102
A00055910,0.424744627584054,273.855142012321
A00055947,0.42154884023912,97.7674374039019
A00055956,0.402950300357066,93.0146319100347
A00056002,0.431530011201993,73.6765119217519
A00056054,0.426794099800062,138.674457656478
A00056116,0.401970719795114,83.0449205146952
A00056166,0.431274390034599,148.754092157078
A00056257,0.411204592682325,119.466725847603
A00056428,0.41388824982925,66.5606324961948
A00056693,0.412778922121234,63.7978370225035
A00056716,0.415281347540033,113.40647663829
A00056723,0.428369215525069,609.422937555415
A00056733,0.430901213364857,205.795436593358
A00056762,0.440425355848566,353.679358359131
A00056913,0.407623068894781,89.1658332734279
A00057599,0.423426491303939,102.472840688873
A00057630,0.426488651219902,84.9180093151237
A00058596,0.430505162721539,63.4937379235029
A00059063,0.424444493288848,95.5518504727615
A00059578,0.410120390543898,132.235609283967
A00059904,0.401598888595895,65.2669304342964
