Var1,M_1,M_2
A00051826,0.415250718231688,84.879010535547
A00051886,0.426458918773476,92.8346500952979
A00051955,0.429058696380192,121.912824063285
A00053375,0.439317197490594,65.9966286090132
A00053398,0.430593527291979,167.57594005894
A00053440,0.426935193533833,81.7268745957647
A00053460,0.43510269332664,74.6391241478347
A00053480,0.434589911506635,108.999712455009
A00053597,0.423436204762513,86.1352839021084
A00053909,0.418181549217181,77.6231900488874
A00054215,0.428111806004917,50.3576754921444
A00054239,0.431867305670237,63.8287565285371
A00054287,0.414336787604274,73.7641392795837
A00054359,0.431496417866731,92.3135585065734
A00054369,0.425771614576809,45.4595574898524
A00054387,0.417244751642598,217.786121013796
A00054400,0.425889011666795,64.6341033112553
A00054417,0.41879134885331,63.9682285683613
A00054432,0.420339115740156,109.96565425921
A00054469,0.412749865188813,84.7275521639068
A00054517,0.432598040461038,70.2763690382889
A00054535,0.408185681569239,45.1870541546858
A00054597,0.423696600256115,98.7604619332995
A00054623,0.430617085587835,56.6957968747455
A00054647,0.420692391679569,59.5541323363316
A00054659,0.428997018275855,145.541183326114
A00054666,0.421543941006432,193.316530799696
A00054673,0.409111296488579,88.9290625495252
A00054694,0.417403204081039,47.0022351720729
A00054721,0.419288819907905,112.248270000223
A00054743,0.426266234796744,138.945537858433
A00054753,0.420031408953399,64.3545085017431
A00054766,0.426571344983057,68.4860549222026
A00054817,0.418837244116451,67.2785904946375
A00054836,0.429107314791214,53.429616090493
A00054852,0.45273889960608,56.1488241956761
A00054894,0.426067989624783,134.344386957807
A00054907,0.427037674705106,145.013692978641
A00054917,0.425348330889073,104.190489716651
A00054923,0.412757649883566,127.390943303152
A00054930,0.422532858732933,52.1127411752148
A00055024,0.437829939671592,131.520553373372
A00055038,0.413422563887762,145.918788929414
A00055055,0.420938513533901,64.1471906941432
A00055065,0.426097655361697,268.363105269845
A00055077,0.431197726925554,87.5958613509468
A00055085,0.415644491350514,73.1791331260877
A00055103,0.420897844930361,108.043665298079
A00055296,0.417162231199756,138.590069188792
A00055392,0.424662619715967,105.400755795095
A00055424,0.416365313728448,65.9448994409315
A00055429,0.412463380462663,70.5180207644374
A00055436,0.416974003271817,86.7583579055948
A00055486,0.430149889996575,66.6048998415053
A00055540,0.41489411233105,41.4506876184311
A00055613,0.441136485927613,82.1525067043383
A00055649,0.41831241932211,57.6735053992135
A00055662,0.421828136532648,65.1924871148593
A00055682,0.431996093535067,117.028798774183
A00055731,0.428254882882665,66.058327354146
A00055745,0.426126260627952,119.063285570873
A00055754,0.435250339460702,145.32816635046
A00055837,0.430446126171598,109.625000074815
A00055865,0.430130061866365,91.3204940220211
A00055893,0.424529151583239,137.917875427634
A00055910,0.437773500685078,204.333330771883
A00055947,0.434083954342344,122.596685111796
A00055956,0.418078884197295,70.8669503718265
A00056002,0.429583246068939,97.1783763784765
A00056054,0.422289906672555,125.37547409652
A00056116,0.426752539789836,85.2941261148641
A00056166,0.437513832515638,100.755538751103
A00056257,0.42312658016223,160.694222110708
A00056428,0.42590240572706,67.2679840886797
A00056693,0.417468373608898,89.0411280272655
A00056716,0.427346229009743,160.803694228995
A00056723,0.422588936628438,307.166101307511
A00056733,0.429733744222196,269.436474402631
A00056762,0.43019807155187,395.803946840072
A00056913,0.425033813676902,67.9358543698881
A00057599,0.424483610647168,106.289218834346
A00057630,0.432065223129802,77.1656353760564
A00058596,0.426946250728506,74.4883288936678
A00059063,0.422614499045473,97.836091101627
A00059578,0.431849113556792,110.2140376258
A00059904,0.423270977461949,60.7220536337294
