Var1,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14
PED_15,0.544317460841267,43.8646036229418,0.0511638169991933,0.0550479883839213,0.0483475000170199,0.0277568067841586,0.0554357579836414,0.0461583620487774,0.0459838847915951,0.0490459125523193,0.0437553093321247,0.0247108429905203,0.0420357660863024,0.0627938044973666
PED_16,0.526759798190125,37.88780803427,0.046103360570569,0.0555870745575191,0.0401998360875652,0.0270306184690788,0.0576810271810571,0.144106463158718,0.0439451821105691,0.0544370247634088,0.0374832632214457,0.0263181767707649,0.0672444794921212,0.178153877930887
PED_17,0.515674350270081,37.0116958491439,0.0457456059059799,0.0597533066924259,0.0381551986104667,0.0280414864237391,0.0640356792471461,0.190976551525228,0.046216545850502,0.060626702421446,0.0394399224209602,0.0276959166529586,0.0624810710223083,0.184054032298744
PED_18,0.511024750873622,80.2286895506656,0.0929110066475498,0.116905440876009,0.0790714308611916,0.0571463868815396,0.0384496300656974,0.861662767517134,0.110176328122399,0.14794477715465,0.0967020177183811,0.0662851813004843,0.0472810314920254,1.18284746092377
PED_19,0.512294327517414,43.3734166316189,0.0520698698010481,0.0636817976728578,0.045171321091685,0.030783812430811,0.0797135175129083,0.146222600988239,0.0571672130516295,0.0709640172977909,0.0492844014401932,0.0340951792854216,0.0752255290036839,0.227603340325888
PED_20,0.518639630822029,52.7500058726668,0.0690634381656535,0.0877546871294315,0.0580449088901131,0.0425020465303018,0.0499790609329406,0.324792923022431,0.0604561171271413,0.0766532546443376,0.0516044623003054,0.0364762711728652,0.0522506758242121,0.419406511378593
PED_21,0.508656819214956,94.740368258642,0.114767791186541,0.138170220151766,0.100123612916983,0.0696629358549259,0.0518340921111515,1.00123962174974,0.127336970116987,0.150663797869527,0.116435039640975,0.0741843488950345,0.0497979233447404,0.679061583362017
PED_22,0.529949376422566,52.282749885139,0.0718955850173156,0.0952829496956789,0.061138160925195,0.0437908675539429,0.0577749979384516,0.498814711049066,0.0507852913518759,0.0762311021932355,0.0424196328886545,0.0311634394816956,0.0702709328533226,0.375958098550616
PED_23,0.522209556918609,71.043081279728,0.10004390661476,0.13195726507047,0.0840030155114688,0.062593161772558,0.0423516414385369,1.01259017143192,0.0719141913046052,0.0957260663630228,0.0597809082825719,0.0448086856221062,0.071070295464162,0.602298763977237
PED_24,0.522351956730372,96.9583764923866,0.133317858528189,0.166865031257763,0.109394818489185,0.0868166827407967,0.0572350683944756,1.44909425668613,0.10123369408341,0.130152167235541,0.0859763959996028,0.0626575273259214,0.0404268657772712,0.874895878817761
PED_25,0.51655966342043,115.646075290853,0.163606685725519,0.201731271060541,0.139364505842387,0.104256838993589,0.043794281078702,1.74194765966459,0.122719779580557,0.164218067766735,0.104467585686592,0.0766135724582477,0.0481912399529806,1.48654187946544
