Var1,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14
PED_01,0.503766551037881,22.4181308802433,0.0295725959023829,0.0302770159367628,0.0286431207534434,0.015486932380589,0.0305085536906925,0.0054980000493983,0.0288477746574221,0.0296582713647701,0.0278531949073333,0.015149647022755,0.0240636301845342,0.00368036462632246
PED_02,0.50642281407629,23.2332682281634,0.0298736877473707,0.0314565115060121,0.0285811117252844,0.0158405172232524,0.0384815823992768,0.0151950370475913,0.0300309328504726,0.0318415025323265,0.0287587786422678,0.015910045337894,0.0286887709926344,0.0157292134577635
PED_03,0.512859075716729,14.2795479102734,0.017997399570383,0.0199626113593243,0.0168206871321797,0.00971249359971914,0.0538566966920647,0.0057061216590107,0.0178848141460192,0.0195033669485545,0.0167116595523796,0.00965340359982598,0.033765056969407,0.00375801260791071
PED_04,0.511110975627777,61.0837537445009,0.0772717919387147,0.0773921337994796,0.0767738739961304,0.0403912891542986,4.40186082029115e-17,0.0100823843995399,0.0772995573840516,0.0772995573840516,0.0770097088854586,0.0402970982670249,-1.88141264178231e-16,0.00473529289494413
PED_05,0.515946202932267,70.7854528856104,0.0883499031186096,0.0885041266755783,0.0876081236017499,0.0465310787941286,0.00633187404280661,0.0255941540169189,0.0873378245566917,0.0876229354535707,0.0865288296885108,0.0460148448164605,0.00643637811176937,0.0158819463851136
PED_06,0.515822743922226,29.3666390288047,0.03487377260262,0.0371163885858752,0.0334182760903626,0.0185075188576376,0.0270404134564861,0.028719557329619,0.0380495322793362,0.0402612719140581,0.0363757119057894,0.0202720842382769,0.0332567516443804,0.0281796123995651
PED_07,0.509417827395921,37.2974638229754,0.0470742659977811,0.0473683743568248,0.0460968229713411,0.0245944253199726,0.0208251262859255,0.0199927629562984,0.0479479434666455,0.0489433702655748,0.0467599459124871,0.0251648159629038,0.0154037741029205,0.0228637960194565
PED_08,0.520013137852491,15.5248137892466,0.0206419063797444,0.0232266332759519,0.0191457506837278,0.0112393479099919,0.0474029563872945,0.00872481760015815,0.0172677313530623,0.019993161611404,0.0156850530992667,0.00957873391230304,0.0658344721856483,0.00630901252648704
PED_09,0.512771639529075,15.8752070605433,0.0188241420776763,0.0207024715511852,0.0176361094671466,0.010138115227366,0.0449197679483956,0.00754215441863188,0.0210816707481339,0.0248201656509876,0.0190655883573494,0.0117751586003363,0.0674941816845035,0.0163994918921912
PED_10,0.514920441884839,14.4875685365092,0.0204095423213656,0.0227523028659776,0.0188590952722944,0.0111534812588646,0.067988752357621,0.007630713860881,0.0156962220559539,0.0174386702950377,0.0144779537671584,0.00857488852425513,0.0486942580352883,0.00378104306757497
PED_11,0.513621256707163,19.412914961809,0.0261716826880649,0.0278869317354558,0.0249257197127238,0.0139155571498172,0.0247503440717227,0.0155960949069904,0.0224612600800865,0.023450300579258,0.0214980776054162,0.0118622608841056,0.0367688772001616,0.00399010506856135
PED_12,0.50792918480231,16.7521288018795,0.021309857545522,0.0238261219864704,0.0198795551795182,0.0115401015137894,0.0383183153273416,0.00976630223490522,0.0216242701821697,0.0237278434348301,0.0201921697351751,0.0117009642474221,0.0530901172353763,0.011576704882585
PED_13,0.518577871302547,24.0836908517707,0.0286117198827079,0.029131248667368,0.0278840673445036,0.0148845113765791,0.023825578179618,0.00581287848611487,0.0305367224673175,0.0318621434035287,0.0294060180551143,0.016097334330318,0.0364681713040293,0.00649060105156031
