Var1,M_1,M_2,M_3,M_4
A00051826,0.419539052524938,92.1655943620754,0.00748036639575322,0.155375770136513
A00051886,0.425733211392175,95.9562750400962,0.00778802654330786,0.13732087708427
A00051955,0.402945869450811,113.533982013324,0.00921467267375404,0.244026150976569
A00053375,0.41798495625104,102.331223206352,0.00830543163755798,0.275392370007401
A00053398,0.427739381991155,118.652843786543,0.00963013097853607,0.157659626195406
A00053440,0.423814138618877,86.8219599910123,0.00704666504269234,0.196507519304003
A00053460,0.423417053808588,74.2167009065446,0.0060235939377116,0.172082377181608
A00053480,0.421450990162736,94.6874320675751,0.00768504440123164,0.269399265762628
A00053597,0.417527637386239,98.6270835093561,0.00800479535016282,0.117860005702614
A00053909,0.436623876237347,147.366533888055,0.0119605984812966,0.275331227030474
A00054215,0.429175133108249,48.8796134442339,0.0039671790799638,0.0663763075923299
A00054239,0.411441125806641,129.970143167775,0.0105486683846907,0.218863208642859
A00054287,0.404044276132423,155.231412266525,0.0125989296539668,0.265284237065567
A00054359,0.388195859481824,193.531383850769,0.015707441267005,0.319670430033188
A00054369,0.419765065523929,110.460590095836,0.00896522929111569,0.150664167772585
A00054387,0.437273270428511,151.877111170093,0.0123266870521949,0.219820269069008
A00054400,0.377538019695083,135.024755397095,0.0109589120523574,0.239179008120231
A00054417,0.417544813230691,55.1558742220774,0.00447657448438255,0.0995615023102193
A00054432,0.425635293831074,66.2459129716288,0.00537666690785072,0.0961212955269966
A00054469,0.412028734670009,114.956476999266,0.00933012555793085,0.179600395723699
A00054517,0.392579849351414,283.752348051803,0.0230299771164518,0.423290145013339
A00054535,0.421617720748404,75.7139004228642,0.00614511000916031,0.0927293807795728
A00054597,0.404816256694063,112.648138033227,0.00914277558909395,0.169071638926108
A00054623,0.418663487430066,134.93914328267,0.0109519635810949,0.184731553948341
A00054647,0.428408646310913,70.4875628996351,0.00572092873140452,0.107432042456147
A00054659,0.419059699299882,89.8980440604932,0.00729632692642587,0.108951455358939
A00054666,0.425127117012618,342.956445702198,0.027835114495755,0.52516093240772
A00054673,0.423605212949232,93.2329784397689,0.00756699768198757,0.165005198705419
A00054694,0.423694927186602,82.7755236974142,0.00671824719563462,0.100501945169796
A00054721,0.414756484880552,314.291087177294,0.0255085696921755,0.386302583047457
A00054743,0.427980321570459,139.053632187439,0.0112859047307393,0.239172076061953
A00054753,0.398706616060648,76.7587078262291,0.00622990892185935,0.13969289304848
A00054766,0.39840984399715,230.885736366373,0.0187392043151021,0.366088671092902
A00054817,0.432836132537878,228.280534183331,0.0185277602616128,0.342651070460409
A00054836,0.409000319660467,61.7973372127505,0.0050156105196616,0.111903240623939
A00054852,0.41438251655268,104.851299412473,0.00850996667579524,0.316945695968549
A00054894,0.429122106459953,184.281383724894,0.014956690506038,0.343271350169395
A00054907,0.421306607166182,161.410409428587,0.0131004309251349,0.173473123062444
A00054917,0.408396304110655,118.41505823192,0.00961083176949271,0.21859534022856
A00054923,0.425960332076298,92.9576598997558,0.00754465221165131,0.130384631168202
A00054930,0.413119756606984,85.0161281785172,0.00690009968172366,0.176380087280642
A00055024,0.410538047877085,105.247359405708,0.00854211179333722,0.172610111258176
A00055038,0.417301880277131,102.215005100633,0.00829599911538292,0.143632830607594
A00055055,0.380473547997149,85.3495541285435,0.00692716127981037,0.185570929118566
A00055065,0.412821149211685,89.2942196765295,0.00724731918484941,0.145182357701979
A00055077,0.423111572244415,76.7608427074753,0.00623008219361052,0.0857225904632042
A00055085,0.399389169075843,89.7686334942701,0.00728582367456132,0.111550625461878
A00055103,0.443854166867416,80.151788005632,0.00650529892099927,0.0955175416207422
A00055296,0.430967267632059,93.4113318158414,0.0075814732420941,0.181380616958576
A00055392,0.426129773010722,102.638263707515,0.00833035173342387,0.186407106033487
A00055424,0.40827825368896,94.4901796287972,0.00766903495079922,0.172421503558918
A00055429,0.395890784122933,219.165168281914,0.017787936716331,0.357082880294202
A00055436,0.430047261751495,78.3641619017393,0.00636021117618207,0.10400186032853
A00055486,0.418763807068824,113.795739102829,0.0092359174663444,0.153490944023642
A00055540,0.422412275608416,77.5822238415723,0.00629674732907818,0.138381781417233
A00055613,0.414841268886697,96.9555362604699,0.00786912882562048,0.125030756331858
A00055649,0.424919693804335,68.1058942689752,0.0055276271624848,0.142552695735923
A00055662,0.432976383996306,60.5141594344175,0.00491146493258806,0.0856417675381244
A00055682,0.417134586693401,176.499543789142,0.0143250989196609,0.283641110660706
A00055731,0.410365709272814,236.603979556001,0.0192033097602468,0.349329364500654
A00055745,0.423966418913694,88.097379068582,0.00715018091620664,0.106173222945257
A00055754,0.454608851619718,284.551251599113,0.0230948179205513,0.736967092002083
A00055837,0.4634083635786,82.3836565307939,0.00668644237730654,0.149418660360499
A00055865,0.432666024572458,106.922207014746,0.00867804618251323,0.100891448624266
A00055893,0.424352223104619,112.388822726077,0.0091217289770373,0.172272301397022
A00055910,0.421506998161007,147.500959576163,0.0119715087717039,0.281553686255045
A00055947,0.42209493892812,102.881289814614,0.00835007627746241,0.20007873970587
A00055956,0.40201566456692,86.3116446548998,0.0070052467052106,0.195332997693976
A00056002,0.404531747317536,55.1425764263931,0.00447549520545355,0.0969211530661584
A00056054,0.412039993763945,188.578948330948,0.0153054904902969,0.284325420013362
A00056116,0.382562966736314,101.456064860276,0.00823440182292642,0.170865903125347
A00056166,0.448654591943228,119.021632304125,0.00966006268193532,0.312605643211294
A00056257,0.405103940968389,332.851461976968,0.0270149713478588,0.349749394188469
A00056428,0.418780886367041,110.380027344839,0.00895869063751634,0.191495246336405
A00056693,0.427221318266872,62.045046336341,0.00503571514782412,0.104416117046585
A00056716,0.41669995973297,131.364243429148,0.010661816689323,0.224088863851447
A00056723,0.436013288192839,739.270801601608,0.060000876682218,0.78070002386027
A00056733,0.421699523675481,126.347278666121,0.0102546285744762,0.134611172075768
A00056762,0.424440305236699,426.577950344041,0.0346220234026493,0.438710340751701
A00056913,0.417199264350997,78.6186662424981,0.00638086731941385,0.114941514180238
A00057599,0.417677576725175,118.912320242576,0.00965119066979755,0.185098553079443
A00057630,0.423855304017818,355.358984375312,0.0288417323573827,0.387176269124837
A00058596,0.415544065537229,64.8240663168999,0.00526126664368963,0.0762731585696893
A00059063,0.430252013181709,62.4001986000209,0.00506454010226613,0.0940516623179913
A00059578,0.425241167282618,64.1997142405437,0.00521059282854831,0.0728683267078669
A00059904,0.412599792835757,74.443251467068,0.00604198128943008,0.120565417495248
